"firstname","lastname","employeenumber","attrition","jobdirect","joblevel","numcompaniesworked","totalworkingyears","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","jobtitle"
"Pernell","Lavender",1975,False,"Marketing","1",0,21,20,8,11,10,"Marketing B2B Company Finance"
"Frederich","Oxbie",1976,False,"IT","1",1,20,20,9,3,7,"IT Security External Network"
"Torie","Cluer",1979,False,"IT","1",4,13,11,7,4,8,"IT Planning Product Innovation"
"Laurel","Tombs",1980,False,"IT","1",6,9,5,2,1,4,"IT Security External Network"
"Emanuel","Rodmell",1981,False,"Marketing","1",1,4,4,3,1,2,"Marketing B2B Company Finance"
"Hy","Giblin",1982,False,"IT","1",1,5,5,2,1,4,"IT Operation Infrastructure Analyst"
"Tina","Cowton",1985,False,"IT","1",1,10,10,9,9,4,"IT Planning People Monitoring"
"Demetria","Burehill",1986,False,"Marketing","1",3,15,11,8,5,10,"Marketing B2B Company Finance"
"Gregory","Gonin",1987,False,"Human Resources","1",4,6,2,0,1,2,"HR People Development Promotion Policy"
"Fionna","Henken",1989,False,"IT","1",1,12,12,8,1,7,"IT Security Internal Auditor"
"Phillida","Lilford",1992,False,"IT","1",6,7,2,2,0,2,"IT Security External Auditor"
"Ailey","Shorrock",1993,False,"Marketing","1",2,25,17,14,12,11,"Marketing B2B Company Finance"
"Adolf","StandishBrooks",1994,False,"IT","1",1,1,1,1,0,0,"IT Operation Big Data Consultant"
"Hastie","Snoding",1995,False,"Marketing","1",0,16,15,13,5,8,"Marketing B2B Company Finance"
"Gabrielle","McMaster",1996,False,"Marketing","1",0,3,2,2,1,2,"Marketing B2B Company Finance"
"Sonya","McNysche",1997,False,"IT","1",2,10,8,3,7,7,"IT Planning People Assessment"
"Micki","Probetts",1998,False,"IT","1",6,9,4,3,1,2,"IT Planning People Assessment"
"Elie","Seedman",1999,False,"IT","1",3,12,5,3,1,0,"IT Operation Infrastructure Support"
"Marcellina","Cubbin",2000,False,"IT","1",0,14,13,8,5,12,"IT Planning Product Innovation"
"Fayth","Jahn",2003,False,"IT","1",7,5,2,2,2,2,"IT Operation Infrastructure Analyst"
"Alta","Presnell",2007,False,"IT","1",0,4,3,2,1,2,"IT Security Internal Analyst"
"Haskel","Colam",2008,False,"IT","1",1,10,10,7,0,8,"IT Planning People Assessment"
"Kristofor","Tabary",2009,False,"Marketing","1",0,10,9,7,8,1,"Marketing B2B Company Finance"
"Isabelle","Edwin",2010,False,"IT","1",1,6,6,2,4,1,"IT Operation Infrastructure Support"
"Brady","Marunchak",2012,False,"IT","1",8,8,1,0,0,0,"IT Operation Infrastructure Consultant"
"Tudor","Dunkerley",2013,False,"Marketing","1",0,3,2,2,2,2,"Marketing B2B Company Finance"
"Hillier","Dominicacci",2014,False,"IT","1",7,18,7,7,1,7,"IT Security External Auditor"
"Malva","Marques",2015,False,"IT","1",3,20,18,16,1,11,"IT Planning Product Innovation"
"Dacie","Brocklehurst",2016,False,"Marketing","1",1,14,14,10,5,7,"Marketing B2B Company Finance"
"Casper","Laybourne",2017,False,"IT","1",1,16,16,11,6,8,"IT Planning Product Monitoring"
"Alane","Tompsett",2018,False,"Marketing","1",0,6,5,3,0,4,"Marketing B2B Company Finance"
"Emile","Hawksby",2019,False,"Marketing","1",2,16,9,8,0,0,"Marketing B2B Company Finance"
"Woodie","Otterwell",2020,False,"IT","1",6,6,4,3,1,2,"IT Operation Infrastructure Consultant"
"Leonanie","Cornfield",2021,False,"Marketing","1",1,2,2,2,1,2,"Marketing B2B Company Finance"
"Torr","Pariss",2022,False,"IT","2",2,21,6,0,1,3,"IT Security Internal Analyst"
"Samson","Felkin",2023,True,"Marketing","1",1,1,1,0,1,0,"Marketing B2B Company Finance"
"Roddy","Suche",2024,False,"Marketing","1",0,10,9,7,3,4,"Marketing B2B Company Finance"
"Jenelle","Orrocks",2025,False,"IT","1",7,18,4,2,0,2,"IT Planning People Assessment"
"Ripley","Blowen",2026,False,"Marketing","1",1,13,13,12,1,9,"Marketing B2B Company Finance"
"Natividad","Poon",2027,True,"IT","1",9,4,2,2,2,2,"IT Security External Analyst"
"Averell","Antonognoli",2031,False,"IT","1",5,24,22,6,4,14,"IT Planning Product Assessment"
"Eleonore","FitzAlan",2032,True,"IT","1",8,14,10,9,9,8,"IT Operation Big Data Support"
"Lazare","Rodrig",2034,False,"IT","1",0,21,20,7,0,10,"IT Planning Product Monitoring"
"Clemmy","Kolczynski",2035,False,"Marketing","1",1,8,8,7,1,7,"Marketing B2B Company Finance"
"Robinia","Booij",2036,False,"Marketing","1",1,15,15,12,11,11,"Marketing B2B Company Finance"
"Kris","Hocking",2037,False,"Marketing","1",2,14,5,4,0,4,"Marketing B2B Company Finance"
"Benton","Solley",2038,False,"IT","1",1,4,4,2,1,2,"IT Operation Infrastructure Consultant"
"Malanie","Fradgley",2040,False,"Human Resources","2",1,9,9,0,1,7,"HR Organization External Services"
"Joann","Dunster",2041,False,"Marketing","1",1,10,10,7,1,9,"Marketing B2B Company Finance"
"Flori","Silver",2044,True,"Marketing","1",7,12,6,3,0,1,"Marketing B2B Company Finance"
"Elia","Screeton",2045,False,"Marketing","1",4,8,6,3,0,0,"Marketing B2B Company Finance"
"Catina","Eggle",2046,False,"Marketing","1",8,8,5,3,0,1,"Marketing B2B Company Finance"
"Warde","Grisbrook",2048,False,"IT","1",2,8,2,2,2,2,"IT Operation Infrastructure Support"
"Gardner","Deakin",2049,False,"Marketing","1",1,10,10,2,0,2,"Marketing B2B Company Finance"
"Rice","Brasse",2051,False,"IT","1",2,20,5,3,0,2,"IT Operation Big Data Consultant"
"Benito","Hember",2052,False,"IT","1",1,4,4,3,1,1,"IT Security Internal Network"
"Basia","Filipponi",2053,False,"IT","1",4,10,4,3,0,3,"IT Security External Auditor"
"Baxy","Eakeley",2054,False,"IT","1",1,5,5,4,0,4,"IT Security External Auditor"
"Rasia","Starcks",2055,True,"Marketing","1",4,20,3,2,2,0,"Marketing B2B Company Finance"
"Denise","Keane",2056,False,"Marketing","1",0,21,20,9,9,6,"Marketing B2B Company Finance"
"Paige","Houlston",2057,False,"IT","1",0,10,9,4,1,7,"IT Planning People Innovation"
"Lorain","Minigo",2060,False,"Marketing","1",0,5,4,2,0,0,"Marketing B2B Company Finance"
"Marni","Skidmore",2061,False,"IT","1",4,17,5,2,0,3,"IT Operation Infrastructure Analyst"
"Virginia","Pentecust",2062,False,"Marketing","1",4,9,7,7,1,7,"Marketing B2B Company Finance"
"Ingmar","Metzel",2064,False,"IT","1",1,6,6,2,0,3,"IT Planning People Monitoring"
"Felicity","Tosh",2065,False,"Marketing","1",2,17,9,6,0,8,"Marketing B2B Company Finance"
"Marsiella","Sybe",2068,False,"IT","1",2,6,4,3,1,2,"IT Security External Network"
